Fixture Group,Fixture Date,Home Team,Away Team,First Name,Last Name,Team,Stat Desc,Stat Value,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[WW],maki itoh,Winnipeg Wrath (WW),Goals,1.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[PRO],Chaser,Orlando Otters (ORL),Goals,1.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[HSCB],Pino,Winnipeg Wrath (WW),Goals,1.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[HSCB],Pino,Winnipeg Wrath (WW),Saves,0.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[ORL],Mace,Orlando Otters (ORL),Saves,10.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[BB],FlaccidLettuce,Orlando Otters (ORL),Saves,1.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[WW],maki itoh,Winnipeg Wrath (WW),Saves,0.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[WW],Ohgood,Winnipeg Wrath (WW),Saves,1.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[PRO],Chaser,Orlando Otters (ORL),Saves,0.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[PRO],Chaser,Orlando Otters (ORL),Shots,1.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[HSCB],Pino,Winnipeg Wrath (WW),Shots,2.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[WW],Ohgood,Winnipeg Wrath (WW),Shots,8.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[ORL],Mace,Orlando Otters (ORL),Shots,4.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[WW],maki itoh,Winnipeg Wrath (WW),Shots,5.00,
Open Division,Thu 10 Sep 2020 09:00 PM,Winnipeg Wrath (WW),Orlando Otters (ORL),[BB],FlaccidLettuce,Orlando Otters (ORL),Shots,7.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],Endrick,Canada Camels (CC),Assists,4.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CHA],Themattx / Matt / Crispy Canadian,Tokyo Ghoulz (TTG),Assists,2.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],Kuznetzoffzky,Canada Camels (CC),Assists,1.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[COW],Resp,Tokyo Ghoulz (TTG),Assists,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],PooBallz,Canada Camels (CC),Assists,1.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[BB],3ffxct,Tokyo Ghoulz (TTG),Assists,2.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CHA],Themattx / Matt / Crispy Canadian,Tokyo Ghoulz (TTG),Goals,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],PooBallz,Canada Camels (CC),Goals,4.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[COW],Resp,Tokyo Ghoulz (TTG),Goals,5.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],Kuznetzoffzky,Canada Camels (CC),Goals,1.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],Endrick,Canada Camels (CC),Goals,1.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[BB],3ffxct,Tokyo Ghoulz (TTG),Goals,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],PooBallz,Canada Camels (CC),Saves,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],Endrick,Canada Camels (CC),Saves,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],Kuznetzoffzky,Canada Camels (CC),Saves,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CHA],Themattx / Matt / Crispy Canadian,Tokyo Ghoulz (TTG),Saves,9.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[COW],Resp,Tokyo Ghoulz (TTG),Saves,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[BB],3ffxct,Tokyo Ghoulz (TTG),Saves,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[BB],3ffxct,Tokyo Ghoulz (TTG),Shots,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],PooBallz,Canada Camels (CC),Shots,8.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CHA],Themattx / Matt / Crispy Canadian,Tokyo Ghoulz (TTG),Shots,0.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],Kuznetzoffzky,Canada Camels (CC),Shots,2.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[CC],Endrick,Canada Camels (CC),Shots,5.00,
Open Division,Thu 10 Sep 2020 09:45 PM,Canada Camels (CC),Tokyo Ghoulz (TTG),[COW],Resp,Tokyo Ghoulz (TTG),Shots,5.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[SCS],SooperDooperKyle,Carolina Smokers (SMK),Assists,1.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BKLN],qslvr,Brooklyn Bandits (BKLN),Assists,3.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[MAL],Derek,Brooklyn Bandits (BKLN),Assists,0.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[CLP],LemonBond,Carolina Smokers (SMK),Assists,2.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BKLN],scodz,Brooklyn Bandits (BKLN),Assists,1.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BOS],Kacktus,Carolina Smokers (SMK),Assists,1.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BKLN],scodz,Brooklyn Bandits (BKLN),Goals,5.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[CLP],LemonBond,Carolina Smokers (SMK),Goals,3.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[SCS],SooperDooperKyle,Carolina Smokers (SMK),Goals,0.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[MAL],Derek,Brooklyn Bandits (BKLN),Goals,5.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BKLN],qslvr,Brooklyn Bandits (BKLN),Goals,1.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BOS],Kacktus,Carolina Smokers (SMK),Goals,3.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[MAL],Derek,Brooklyn Bandits (BKLN),Saves,1.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BKLN],qslvr,Brooklyn Bandits (BKLN),Saves,2.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[SCS],SooperDooperKyle,Carolina Smokers (SMK),Saves,1.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BOS],Kacktus,Carolina Smokers (SMK),Saves,1.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BKLN],scodz,Brooklyn Bandits (BKLN),Saves,2.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[CLP],LemonBond,Carolina Smokers (SMK),Saves,2.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BKLN],qslvr,Brooklyn Bandits (BKLN),Shots,3.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[CLP],LemonBond,Carolina Smokers (SMK),Shots,5.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[MAL],Derek,Brooklyn Bandits (BKLN),Shots,6.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[SCS],SooperDooperKyle,Carolina Smokers (SMK),Shots,0.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BKLN],scodz,Brooklyn Bandits (BKLN),Shots,6.00,
Pro Division,Thu 10 Sep 2020 10:00 PM,Brooklyn Bandits (BKLN),Carolina Smokers (SMK),[BOS],Kacktus,Carolina Smokers (SMK),Shots,6.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[ORL],Mace,Orlando Otters (ORL),Assists,1.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],Kuznetzoffzky,Canada Camels (CC),Assists,2.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[PRO],Chaser,Orlando Otters (ORL),Assists,1.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],Endrick,Canada Camels (CC),Assists,0.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[BB],FlaccidLettuce,Orlando Otters (ORL),Assists,0.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],PooBallz,Canada Camels (CC),Assists,0.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[PRO],Chaser,Orlando Otters (ORL),Goals,1.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[BB],FlaccidLettuce,Orlando Otters (ORL),Goals,2.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],PooBallz,Canada Camels (CC),Goals,3.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[ORL],Mace,Orlando Otters (ORL),Goals,0.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],Endrick,Canada Camels (CC),Goals,1.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],Kuznetzoffzky,Canada Camels (CC),Goals,2.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[PRO],Chaser,Orlando Otters (ORL),Saves,1.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[BB],FlaccidLettuce,Orlando Otters (ORL),Saves,0.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],PooBallz,Canada Camels (CC),Saves,0.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],Endrick,Canada Camels (CC),Saves,1.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[ORL],Mace,Orlando Otters (ORL),Saves,9.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],Kuznetzoffzky,Canada Camels (CC),Saves,4.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],Endrick,Canada Camels (CC),Shots,3.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],PooBallz,Canada Camels (CC),Shots,10.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[ORL],Mace,Orlando Otters (ORL),Shots,1.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[PRO],Chaser,Orlando Otters (ORL),Shots,4.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[BB],FlaccidLettuce,Orlando Otters (ORL),Shots,3.00,
Open Division,Thu 10 Sep 2020 10:00 PM,Orlando Otters (ORL),Canada Camels (CC),[CC],Kuznetzoffzky,Canada Camels (CC),Shots,3.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[MKY],A Rambome Player,Yosemite Grizzlies (GRZ),Assists,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[OKG],Renard_,Quebec Baguettes (QCB),Assists,0.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[HUH],Duker,Quebec Baguettes (QCB),Assists,3.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[QCB],Evil,Quebec Baguettes (QCB),Assists,1.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[GRZ],Baumz,Yosemite Grizzlies (GRZ),Assists,1.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[MAS],Wendy's Cashier,Yosemite Grizzlies (GRZ),Assists,1.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[HUH],Duker,Quebec Baguettes (QCB),Goals,1.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[QCB],Evil,Quebec Baguettes (QCB),Goals,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[MAS],Wendy's Cashier,Yosemite Grizzlies (GRZ),Goals,4.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[MKY],A Rambome Player,Yosemite Grizzlies (GRZ),Goals,0.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[OKG],Renard_,Quebec Baguettes (QCB),Goals,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[GRZ],Baumz,Yosemite Grizzlies (GRZ),Goals,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[MKY],A Rambome Player,Yosemite Grizzlies (GRZ),Saves,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[QCB],Evil,Quebec Baguettes (QCB),Saves,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[HUH],Duker,Quebec Baguettes (QCB),Saves,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[OKG],Renard_,Quebec Baguettes (QCB),Saves,1.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[MAS],Wendy's Cashier,Yosemite Grizzlies (GRZ),Saves,0.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[GRZ],Baumz,Yosemite Grizzlies (GRZ),Saves,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[MAS],Wendy's Cashier,Yosemite Grizzlies (GRZ),Shots,7.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[MKY],A Rambome Player,Yosemite Grizzlies (GRZ),Shots,0.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[GRZ],Baumz,Yosemite Grizzlies (GRZ),Shots,4.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[QCB],Evil,Quebec Baguettes (QCB),Shots,2.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[OKG],Renard_,Quebec Baguettes (QCB),Shots,4.00,
Intermediate Division,Thu 10 Sep 2020 10:30 PM,Quebec Baguettes (QCB),Yosemite Grizzlies (GRZ),[HUH],Duker,Quebec Baguettes (QCB),Shots,3.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[COW],Resp,Tokyo Ghoulz (TTG),Assists,3.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),Slapshot,Freak,Empire State Building (ESB),Assists,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[ESB],IndianBurns4Jess,Empire State Building (ESB),Assists,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[ESB],TaintOfGaming,Empire State Building (ESB),Assists,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[CHA],Themattx / Matt / Crispy Canadian,Tokyo Ghoulz (TTG),Assists,5.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[OCT],Zacmasta,Tokyo Ghoulz (TTG),Assists,3.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),Slapshot,Freak,Empire State Building (ESB),Goals,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[OCT],Zacmasta,Tokyo Ghoulz (TTG),Goals,4.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[ESB],IndianBurns4Jess,Empire State Building (ESB),Goals,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[COW],Resp,Tokyo Ghoulz (TTG),Goals,5.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[CHA],Themattx / Matt / Crispy Canadian,Tokyo Ghoulz (TTG),Goals,4.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[ESB],TaintOfGaming,Empire State Building (ESB),Goals,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[CHA],Themattx / Matt / Crispy Canadian,Tokyo Ghoulz (TTG),Saves,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),Slapshot,Freak,Empire State Building (ESB),Saves,2.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[COW],Resp,Tokyo Ghoulz (TTG),Saves,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[ESB],TaintOfGaming,Empire State Building (ESB),Saves,2.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[OCT],Zacmasta,Tokyo Ghoulz (TTG),Saves,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[ESB],IndianBurns4Jess,Empire State Building (ESB),Saves,3.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[COW],Resp,Tokyo Ghoulz (TTG),Shots,11.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[OCT],Zacmasta,Tokyo Ghoulz (TTG),Shots,5.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[CHA],Themattx / Matt / Crispy Canadian,Tokyo Ghoulz (TTG),Shots,4.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[ESB],IndianBurns4Jess,Empire State Building (ESB),Shots,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),Slapshot,Freak,Empire State Building (ESB),Shots,0.00,
Open Division,Fri 11 Sep 2020 08:00 PM,Empire State Building (ESB),Tokyo Ghoulz (TTG),[ESB],TaintOfGaming,Empire State Building (ESB),Shots,0.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[OKL],Dolen,Oklahoma Exotics (OKL),Assists,3.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[DDS],LessThanDennis,Georgia Glizzy Gladiators (GGG),Assists,2.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[GGG],Forehead [C],Georgia Glizzy Gladiators (GGG),Assists,0.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[FTW],MarX,Oklahoma Exotics (OKL),Assists,1.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[WWL],SkY!,Georgia Glizzy Gladiators (GGG),Assists,0.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[OKL],BooYAH2g1c [C],Oklahoma Exotics (OKL),Assists,4.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[GGG],Forehead [C],Georgia Glizzy Gladiators (GGG),Goals,2.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[DDS],LessThanDennis,Georgia Glizzy Gladiators (GGG),Goals,0.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[FTW],MarX,Oklahoma Exotics (OKL),Goals,2.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[WWL],SkY!,Georgia Glizzy Gladiators (GGG),Goals,0.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[OKL],Dolen,Oklahoma Exotics (OKL),Goals,4.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[OKL],BooYAH2g1c [C],Oklahoma Exotics (OKL),Goals,4.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[OKL],Dolen,Oklahoma Exotics (OKL),Saves,0.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[DDS],LessThanDennis,Georgia Glizzy Gladiators (GGG),Saves,1.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[WWL],SkY!,Georgia Glizzy Gladiators (GGG),Saves,16.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[OKL],BooYAH2g1c [C],Oklahoma Exotics (OKL),Saves,2.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[GGG],Forehead [C],Georgia Glizzy Gladiators (GGG),Saves,0.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[FTW],MarX,Oklahoma Exotics (OKL),Saves,1.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[GGG],Forehead [C],Georgia Glizzy Gladiators (GGG),Shots,3.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[WWL],SkY!,Georgia Glizzy Gladiators (GGG),Shots,1.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[FTW],MarX,Oklahoma Exotics (OKL),Shots,5.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[OKL],BooYAH2g1c [C],Oklahoma Exotics (OKL),Shots,13.00,
Open Division,Fri 11 Sep 2020 08:30 PM,Georgia Glizzy Gladiators (GGG),Oklahoma Exotics (OKL),[OKL],Dolen,Oklahoma Exotics (OKL),Shots,9.00,
