Fixture Group,Fixture Date,Home Team,Away Team,First Name,Last Name,Team,Stat Desc,Stat Value,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[VAE],Hellhaunt,Miami Vice (MIA),Saves,2.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[SCS],Seppy,Miami Vice (MIA),Saves,0.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[BKLN],scodz,Denver Omelets (DEN),Saves,4.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[DEN],Balucha,Denver Omelets (DEN),Saves,0.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[RR],Rath,Miami Vice (MIA),Saves,1.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[PFC],Shiba,Denver Omelets (DEN),Saves,0.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[RR],Rath,Miami Vice (MIA),Shots,5.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[DEN],Balucha,Denver Omelets (DEN),Shots,2.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[PFC],Shiba,Denver Omelets (DEN),Shots,3.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[BKLN],scodz,Denver Omelets (DEN),Shots,2.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[SCS],Seppy,Miami Vice (MIA),Shots,0.00,
Open Division,Tue 17 Dec 2019 09:00 PM,Denver Omelets (DEN),Miami Vice (MIA),[VAE],Hellhaunt,Miami Vice (MIA),Shots,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MAL],Derek,Brooklyn Bandits (BKLN),Assists,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[TOR],Donut,Brooklyn Bandits (BKLN),Assists,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[QCB],fsi,St. Louis Storm (STL),Assists,3.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[NEH],Reno,St. Louis Storm (STL),Assists,3.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),BOB,Blueraider,Brooklyn Bandits (BKLN),Assists,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MIA],Rodeo,St. Louis Storm (STL),Assists,0.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[QCB],fsi,St. Louis Storm (STL),Goals,2.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[TOR],Donut,Brooklyn Bandits (BKLN),Goals,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[NEH],Reno,St. Louis Storm (STL),Goals,0.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MIA],Rodeo,St. Louis Storm (STL),Goals,6.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MAL],Derek,Brooklyn Bandits (BKLN),Goals,2.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),BOB,Blueraider,Brooklyn Bandits (BKLN),Goals,2.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[NEH],Reno,St. Louis Storm (STL),Points,3.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[TOR],Donut,Brooklyn Bandits (BKLN),Points,2.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[QCB],fsi,St. Louis Storm (STL),Points,5.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MAL],Derek,Brooklyn Bandits (BKLN),Points,3.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),BOB,Blueraider,Brooklyn Bandits (BKLN),Points,3.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MIA],Rodeo,St. Louis Storm (STL),Points,6.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MAL],Derek,Brooklyn Bandits (BKLN),Saves,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[QCB],fsi,St. Louis Storm (STL),Saves,2.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[NEH],Reno,St. Louis Storm (STL),Saves,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MIA],Rodeo,St. Louis Storm (STL),Saves,0.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[TOR],Donut,Brooklyn Bandits (BKLN),Saves,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),BOB,Blueraider,Brooklyn Bandits (BKLN),Saves,2.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),BOB,Blueraider,Brooklyn Bandits (BKLN),Shots,2.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[TOR],Donut,Brooklyn Bandits (BKLN),Shots,1.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MAL],Derek,Brooklyn Bandits (BKLN),Shots,5.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[MIA],Rodeo,St. Louis Storm (STL),Shots,7.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[QCB],fsi,St. Louis Storm (STL),Shots,4.00,
Open Division,Tue 17 Dec 2019 09:30 PM,Brooklyn Bandits (BKLN),St. Louis Storm (STL),[NEH],Reno,St. Louis Storm (STL),Shots,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),BOB,Blueraider,Brooklyn Bandits (BKLN),Assists,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[DEN],Balucha,Denver Omelets (DEN),Assists,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[PFC],Shiba,Denver Omelets (DEN),Assists,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[TOR],Donut,Brooklyn Bandits (BKLN),Assists,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[BKLN],scodz,Denver Omelets (DEN),Assists,3.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[MAL],Derek,Brooklyn Bandits (BKLN),Assists,0.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[MAL],Derek,Brooklyn Bandits (BKLN),Goals,2.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[BKLN],scodz,Denver Omelets (DEN),Goals,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),BOB,Blueraider,Brooklyn Bandits (BKLN),Goals,0.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[DEN],Balucha,Denver Omelets (DEN),Goals,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[TOR],Donut,Brooklyn Bandits (BKLN),Goals,0.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[PFC],Shiba,Denver Omelets (DEN),Goals,3.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),BOB,Blueraider,Brooklyn Bandits (BKLN),Points,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[TOR],Donut,Brooklyn Bandits (BKLN),Points,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[BKLN],scodz,Denver Omelets (DEN),Points,4.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[MAL],Derek,Brooklyn Bandits (BKLN),Points,2.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[DEN],Balucha,Denver Omelets (DEN),Points,2.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[PFC],Shiba,Denver Omelets (DEN),Points,4.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[DEN],Balucha,Denver Omelets (DEN),Saves,0.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[MAL],Derek,Brooklyn Bandits (BKLN),Saves,3.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[BKLN],scodz,Denver Omelets (DEN),Saves,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[TOR],Donut,Brooklyn Bandits (BKLN),Saves,0.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[PFC],Shiba,Denver Omelets (DEN),Saves,0.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),BOB,Blueraider,Brooklyn Bandits (BKLN),Saves,4.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[DEN],Balucha,Denver Omelets (DEN),Shots,3.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[MAL],Derek,Brooklyn Bandits (BKLN),Shots,2.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[BKLN],scodz,Denver Omelets (DEN),Shots,3.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[TOR],Donut,Brooklyn Bandits (BKLN),Shots,0.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),BOB,Blueraider,Brooklyn Bandits (BKLN),Shots,1.00,
Open Division,Tue 17 Dec 2019 10:00 PM,Denver Omelets (DEN),Brooklyn Bandits (BKLN),[PFC],Shiba,Denver Omelets (DEN),Shots,6.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BRB],EpicMan67,Honolulu Hootenannys (HUH),Assists,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],FatLeft,Honolulu Hootenannys (HUH),Assists,2.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[TTV],Get Woke,Seattle Kraken (SEA2),Assists,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Assists,4.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[COW],Jaycer,Seattle Kraken (SEA2),Assists,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BOLT],Spleen,Seattle Kraken (SEA2),Assists,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[NAP],Sonicshadow555,Seattle Kraken (SEA2),Assists,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BOLT],Spleen,Seattle Kraken (SEA2),Goals,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],FatLeft,Honolulu Hootenannys (HUH),Goals,7.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BRB],EpicMan67,Honolulu Hootenannys (HUH),Goals,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[TTV],Get Woke,Seattle Kraken (SEA2),Goals,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[NAP],Sonicshadow555,Seattle Kraken (SEA2),Goals,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Goals,3.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[COW],Jaycer,Seattle Kraken (SEA2),Goals,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Points,7.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BOLT],Spleen,Seattle Kraken (SEA2),Points,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BRB],EpicMan67,Honolulu Hootenannys (HUH),Points,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],FatLeft,Honolulu Hootenannys (HUH),Points,9.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[NAP],Sonicshadow555,Seattle Kraken (SEA2),Points,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[TTV],Get Woke,Seattle Kraken (SEA2),Points,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[COW],Jaycer,Seattle Kraken (SEA2),Points,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],FatLeft,Honolulu Hootenannys (HUH),Saves,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BOLT],Spleen,Seattle Kraken (SEA2),Saves,2.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[TTV],Get Woke,Seattle Kraken (SEA2),Saves,3.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[COW],Jaycer,Seattle Kraken (SEA2),Saves,11.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BRB],EpicMan67,Honolulu Hootenannys (HUH),Saves,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Saves,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[NAP],Sonicshadow555,Seattle Kraken (SEA2),Saves,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[COW],Jaycer,Seattle Kraken (SEA2),Shots,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[TTV],Get Woke,Seattle Kraken (SEA2),Shots,0.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BOLT],Spleen,Seattle Kraken (SEA2),Shots,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],FatLeft,Honolulu Hootenannys (HUH),Shots,13.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[BRB],EpicMan67,Honolulu Hootenannys (HUH),Shots,4.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[NAP],Sonicshadow555,Seattle Kraken (SEA2),Shots,1.00,
Open Division,Wed 18 Dec 2019 08:00 PM,Honolulu Hootenannys (HUH),Seattle Kraken (SEA2),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Shots,10.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[ATL],Qdub,Nashville Knights (NSH),Assists,3.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[OKG],Renard_,Ontario Outliers (ONO),Assists,3.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[ATL],Kodiak,Nashville Knights (NSH),Assists,1.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[CLP],Occelloth,Ontario Outliers (ONO),Assists,2.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[VISA],Walster,Ontario Outliers (ONO),Assists,0.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[QCB],GaLzZy,Nashville Knights (NSH),Assists,1.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[ATL],Kodiak,Nashville Knights (NSH),Goals,2.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[OKG],Renard_,Ontario Outliers (ONO),Goals,2.00,
Open Division,Wed 18 Dec 2019 08:30 PM,Ontario Outliers (ONO),Nashville Knights (NSH),[QCB],GaLzZy,Nashville Knights (NSH),Goals,2.00,
