Fixture Group,Fixture Date,Home Team,Away Team,First Name,Last Name,Team,Stat Desc,Stat Value,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HSCB],Pino,Winnipeg Wrath (WW),Goals,4.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[TSG],Tupac,Winnipeg Wrath (WW),Goals,2.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HUH],FatLeft,Honolulu Hootenannys (HUH),Goals,3.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HSCB],Pino,Winnipeg Wrath (WW),Saves,0.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[WW],Ohgood,Winnipeg Wrath (WW),Saves,4.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[TSG],Tupac,Winnipeg Wrath (WW),Saves,4.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HUH],Ludichris,Honolulu Hootenannys (HUH),Saves,3.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Saves,0.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HUH],FatLeft,Honolulu Hootenannys (HUH),Saves,2.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HUH],Ludichris,Honolulu Hootenannys (HUH),Shots,3.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HUH],TheLuigi,Honolulu Hootenannys (HUH),Shots,3.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[WW],Ohgood,Winnipeg Wrath (WW),Shots,7.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[TSG],Tupac,Winnipeg Wrath (WW),Shots,4.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HUH],FatLeft,Honolulu Hootenannys (HUH),Shots,7.00,
Intermediate Division,Wed 06 May 2020 08:00 PM,Winnipeg Wrath (WW),Honolulu Hootenannys (HUH),[HSCB],Pino,Winnipeg Wrath (WW),Shots,6.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BKLN],qslvr,Ontario Outliers (ONO),Assists,1.00,
